access,bicycle,foot,footway,highway,junction,lanes,lit,maxspeed,name,oneway,service,sidewalk,smoothness,surface,tunnel,id,timestamp,version,tags,osm_type,geometry,length
,,,,service,,,yes,,Via delle Pervinche,,alley,,,asphalt,,688825556,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.63212251663208 45.10613250732422, 7.632124423980713 45.10620880126953), (7.632124423980713 45.10620880126953, 7.632123947143555 45.10628890991211), (7.632123947143555 45.10628890991211, 7.632094383239746 45.106353759765625), (7.632094383239746 45.106353759765625, 7.6320953369140625 45.106422424316406), (7.6320953369140625 45.106422424316406, 7.632133483886719 45.1064567565918), (7.632133483886719 45.1064567565918, 7.632214069366455 45.106475830078125), (7.632214069366455 45.106475830078125, 7.632493019104004 45.106468200683594), (7.632493019104004 45.106468200683594, 7.632698059082031 45.1064567565918), (7.632698059082031 45.1064567565918, 7.632754802703857 45.10646057128906), (7.632754802703857 45.10646057128906, 7.632795810699463 45.106475830078125), (7.632795810699463 45.106475830078125, 7.632830619812012 45.10647964477539), (7.632830619812012 45.10647964477539, 7.63297700881958 45.10647201538086), (7.63297700881958 45.10647201538086, 7.633208751678467 45.10646438598633))",123.0
,,,,footway,,,,,,,,,,,,693615740,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.63632869720459 45.11099624633789, 7.636337757110596 45.11090087890625), (7.636337757110596 45.11090087890625, 7.636306285858154 45.110843658447266), (7.636306285858154 45.110843658447266, 7.636266231536865 45.11079788208008), (7.636266231536865 45.11079788208008, 7.636329174041748 45.11078643798828), (7.636329174041748 45.11078643798828, 7.636396884918213 45.110755920410156), (7.636396884918213 45.110755920410156, 7.636474132537842 45.11070251464844), (7.636474132537842 45.11070251464844, 7.6365156173706055 45.11065673828125), (7.6365156173706055 45.11065673828125, 7.636537075042725 45.11061096191406), (7.636537075042725 45.11061096191406, 7.6365556716918945 45.11056137084961), (7.6365556716918945 45.11056137084961, 7.6365556716918945 45.11048889160156), (7.6365556716918945 45.11048889160156, 7.636546611785889 45.11042022705078), (7.636546611785889 45.11042022705078, 7.636506080627441 45.110347747802734), (7.636506080627441 45.110347747802734, 7.636483669281006 45.11030960083008), (7.636483669281006 45.11030960083008, 7.636418342590332 45.110206604003906), (7.636418342590332 45.110206604003906, 7.63638162612915 45.11015319824219), (7.63638162612915 45.11015319824219, 7.636352062225342 45.11012649536133), (7.636352062225342 45.11012649536133, 7.636275291442871 45.11008071899414), (7.636275291442871 45.11008071899414, 7.636209011077881 45.110050201416016), (7.636209011077881 45.110050201416016, 7.636130332946777 45.11002731323242), (7.636130332946777 45.11002731323242, 7.63604736328125 45.110008239746094), (7.63604736328125 45.110008239746094, 7.635990142822266 45.110008239746094), (7.635990142822266 45.110008239746094, 7.635903835296631 45.110015869140625), (7.635903835296631 45.110015869140625, 7.635799407958984 45.11003875732422), (7.635799407958984 45.11003875732422, 7.6357221603393555 45.11008834838867), (7.6357221603393555 45.11008834838867, 7.635683536529541 45.110130310058594), (7.635683536529541 45.110130310058594, 7.635639190673828 45.110198974609375), (7.635639190673828 45.110198974609375, 7.6356096267700195 45.11028289794922), (7.6356096267700195 45.11028289794922, 7.635585308074951 45.11038589477539), (7.635585308074951 45.11038589477539, 7.635599136352539 45.110443115234375), (7.635599136352539 45.110443115234375, 7.635684967041016 45.11058807373047), (7.635684967041016 45.11058807373047, 7.6357526779174805 45.11066436767578), (7.6357526779174805 45.11066436767578, 7.635768413543701 45.110679626464844), (7.635768413543701 45.110679626464844, 7.635857582092285 45.1107292175293), (7.635857582092285 45.1107292175293, 7.635974884033203 45.110774993896484), (7.635974884033203 45.110774993896484, 7.636079788208008 45.11079406738281), (7.636079788208008 45.11079406738281, 7.636187553405762 45.110801696777344), (7.636187553405762 45.110801696777344, 7.636266231536865 45.11079788208008))",282.0
,,,,footway,,,,,,,,,,,,693615741,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.635529041290283 45.111148834228516, 7.635481834411621 45.11107635498047), (7.635481834411621 45.11107635498047, 7.635490894317627 45.11101531982422), (7.635490894317627 45.11101531982422, 7.635531425476074 45.11090087890625), (7.635531425476074 45.11090087890625, 7.635572910308838 45.110816955566406), (7.635572910308838 45.110816955566406, 7.63562536239624 45.11075210571289), (7.63562536239624 45.11075210571289, 7.635679244995117 45.11071014404297), (7.635679244995117 45.11071014404297, 7.6357526779174805 45.11066436767578))",61.0
,,,,service,,,,,,,,,,,,693615742,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.636571407318115 45.11028289794922, 7.636502265930176 45.11030578613281), (7.636502265930176 45.11030578613281, 7.636483669281006 45.11030960083008), (7.636483669281006 45.11030960083008, 7.636428356170654 45.110328674316406))",12.0
,,,,service,,,,,,,,,,,,693617361,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.6354899406433105 45.111148834228516, 7.635434627532959 45.11113739013672), (7.635434627532959 45.11113739013672, 7.635405540466309 45.1110954284668), (7.635405540466309 45.1110954284668, 7.635385990142822 45.11039352416992), (7.635385990142822 45.11039352416992, 7.635375022888184 45.11034393310547), (7.635375022888184 45.11034393310547, 7.635254383087158 45.11028289794922), (7.635254383087158 45.11028289794922, 7.63521146774292 45.110225677490234), (7.63521146774292 45.110225677490234, 7.6352033615112305 45.110015869140625), (7.6352033615112305 45.110015869140625, 7.63519287109375 45.109867095947266), (7.63519287109375 45.109867095947266, 7.635180473327637 45.109718322753906), (7.635180473327637 45.109718322753906, 7.635169982910156 45.10957717895508), (7.635169982910156 45.10957717895508, 7.635165214538574 45.10943603515625), (7.635165214538574 45.10943603515625, 7.635163307189941 45.109283447265625), (7.635163307189941 45.109283447265625, 7.634440898895264 45.10929870605469), (7.634440898895264 45.10929870605469, 7.6344146728515625 45.108924865722656), (7.6344146728515625 45.108924865722656, 7.634411334991455 45.108863830566406))",322.0
,,,,service,,,,,,,,,,,,693617362,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.6352033615112305 45.110015869140625, 7.634481430053711 45.110023498535156), (7.634481430053711 45.110023498535156, 7.6344733238220215 45.1098747253418), (7.6344733238220215 45.1098747253418, 7.634465217590332 45.10973358154297), (7.634465217590332 45.10973358154297, 7.634457111358643 45.10958480834961), (7.634457111358643 45.10958480834961, 7.6344499588012695 45.10945510864258), (7.6344499588012695 45.10945510864258, 7.634440898895264 45.10929870605469))",137.0
,,,,service,,,,,,,,,,,,693617363,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.6344733238220215 45.1098747253418, 7.63519287109375 45.109867095947266))",56.0
,,,,service,,,,,,,,,,,,693617364,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.634465217590332 45.10973358154297, 7.635180473327637 45.109718322753906))",56.0
,,,,service,,,,,,,,,,,,693617365,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.634457111358643 45.10958480834961, 7.635169982910156 45.10957717895508))",56.0
,,,,service,,,,,,,,,,,,693617366,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.6344499588012695 45.10945510864258, 7.635165214538574 45.10943603515625))",56.0
,,,,service,,,,,,yes,,,,,,736630987,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.629485130310059 45.11050796508789, 7.629685401916504 45.110496520996094), (7.629685401916504 45.110496520996094, 7.6296892166137695 45.110530853271484), (7.6296892166137695 45.110530853271484, 7.6297712326049805 45.111270904541016), (7.6297712326049805 45.111270904541016, 7.629566669464111 45.111297607421875))",118.0
,,,crossing,footway,,,,,,,,,,asphalt,,753845763,0,-1,"{""visible"":false,""crossing"":""traffic_signals""}",way,"MULTILINESTRING ((7.638092994689941 45.1070442199707, 7.6382341384887695 45.10703659057617), (7.6382341384887695 45.10703659057617, 7.6384596824646 45.10702133178711), (7.6384596824646 45.10702133178711, 7.638619422912598 45.10701370239258))",41.0
,,,sidewalk,footway,,,,,,,,,,asphalt,,753845764,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.637831211090088 45.107120513916016, 7.637922763824463 45.107051849365234), (7.637922763824463 45.107051849365234, 7.637989521026611 45.10704803466797), (7.637989521026611 45.10704803466797, 7.638092994689941 45.1070442199707))",24.0
,,,crossing,footway,,,,,,,,,,asphalt,,753845765,0,-1,"{""visible"":false,""crossing"":""traffic_signals""}",way,"MULTILINESTRING ((7.637982368469238 45.10694885253906, 7.637975215911865 45.10684585571289), (7.637975215911865 45.10684585571289, 7.637966156005859 45.106712341308594), (7.637966156005859 45.106712341308594, 7.637959003448486 45.10660171508789))",39.0
,,,sidewalk,footway,,,,,,,,,,asphalt,,753845766,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.637989521026611 45.10704803466797, 7.637982368469238 45.10694885253906))",11.0
,,,crossing,footway,,,,,,,,,,asphalt,,753845767,0,-1,"{""visible"":false,""crossing"":""traffic_signals""}",way,"MULTILINESTRING ((7.638073921203613 45.10651397705078, 7.638234615325928 45.10650634765625), (7.638234615325928 45.10650634765625, 7.638426303863525 45.10649490356445), (7.638426303863525 45.10649490356445, 7.638576030731201 45.10648727416992))",40.0
,,,crossing,footway,,,,,,,,,,asphalt,,753845768,0,-1,"{""visible"":false,""crossing"":""traffic_signals""}",way,"MULTILINESTRING ((7.638720989227295 45.10690689086914, 7.638711929321289 45.10679626464844), (7.638711929321289 45.10679626464844, 7.638703346252441 45.10667037963867), (7.638703346252441 45.10667037963867, 7.638696670532227 45.1065559387207))",39.0
,,,crossing,footway,,,,,,,,,,asphalt,,753845769,0,-1,"{""visible"":false,""crossing"":""marked""}",way,"MULTILINESTRING ((7.637729167938232 45.107852935791016, 7.637823104858398 45.1079216003418))",11.0
,,,crossing,footway,,,,,,,,,,asphalt,,753845770,0,-1,"{""visible"":false,""crossing"":""marked""}",way,"MULTILINESTRING ((7.637571334838867 45.10810470581055, 7.637486457824707 45.10803985595703))",10.0
,,,crossing,footway,,,,,,,,,,asphalt,,753845771,0,-1,"{""visible"":false,""crossing"":""marked""}",way,"MULTILINESTRING ((7.636735439300537 45.10834884643555, 7.636756896972656 45.10837936401367), (7.636756896972656 45.10837936401367, 7.637043476104736 45.10847854614258))",29.0
,,,,unclassified,,1,,,Corso Gaetano Scirea,yes,,,,asphalt,,753845772,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.636702060699463 45.108455657958984, 7.636740207672119 45.10848617553711), (7.636740207672119 45.10848617553711, 7.636755466461182 45.10850524902344), (7.636755466461182 45.10850524902344, 7.636775016784668 45.10852813720703), (7.636775016784668 45.10852813720703, 7.636785984039307 45.10855484008789), (7.636785984039307 45.10855484008789, 7.636792182922363 45.10859680175781), (7.636792182922363 45.10859680175781, 7.6367998123168945 45.108646392822266))",23.0
,,,,unclassified,,1,,,Corso Gaetano Scirea,yes,,,,asphalt,,753845773,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.63633394241333 45.10879898071289, 7.63630485534668 45.10878372192383), (7.63630485534668 45.10878372192383, 7.636281967163086 45.108768463134766), (7.636281967163086 45.108768463134766, 7.636260986328125 45.1087532043457), (7.636260986328125 45.1087532043457, 7.636240482330322 45.108734130859375), (7.636240482330322 45.108734130859375, 7.636221885681152 45.10871124267578), (7.636221885681152 45.10871124267578, 7.636209487915039 45.10868835449219), (7.636209487915039 45.10868835449219, 7.63620138168335 45.10866165161133), (7.63620138168335 45.10866165161133, 7.636198043823242 45.10863494873047), (7.636198043823242 45.10863494873047, 7.6361985206604 45.108604431152344), (7.6361985206604 45.108604431152344, 7.636203289031982 45.10857009887695))",29.0
,,,crossing,footway,,,,,,,,,,asphalt,,753845774,0,-1,"{""visible"":false,""crossing"":""marked""}",way,"MULTILINESTRING ((7.6369829177856445 45.110740661621094, 7.636868953704834 45.11077880859375), (7.636868953704834 45.11077880859375, 7.636810779571533 45.11079788208008))",15.0
,,,crossing,footway,,,,,,,,,,asphalt,,753845775,0,-1,"{""visible"":false,""crossing"":""marked""}",way,"MULTILINESTRING ((7.6368513107299805 45.11052703857422, 7.636736869812012 45.110557556152344), (7.636736869812012 45.110557556152344, 7.636677265167236 45.11057662963867))",15.0
,,,crossing,footway,,,,,,,,,,asphalt,,753845776,0,-1,"{""visible"":false,""crossing"":""marked""}",way,"MULTILINESTRING ((7.637832164764404 45.11316680908203, 7.637899875640869 45.11316680908203), (7.637899875640869 45.11316680908203, 7.637989521026611 45.11316680908203))",12.0
,,,crossing,footway,,,,,,,,,excellent,asphalt,,753845777,0,-1,"{""visible"":false,""crossing"":""traffic_signals"",""mapillary"":""491201111999106"",""survey:date"":""2018-12-02""}",way,"MULTILINESTRING ((7.637999534606934 45.11286163330078, 7.6379289627075195 45.112857818603516), (7.6379289627075195 45.112857818603516, 7.6378350257873535 45.112857818603516))",13.0
,,,crossing,footway,,,,,,,,,,asphalt,,753845778,0,-1,"{""visible"":false,""crossing"":""traffic_signals""}",way,"MULTILINESTRING ((7.637699604034424 45.11278533935547, 7.6376495361328125 45.112552642822266), (7.6376495361328125 45.112552642822266, 7.637626647949219 45.112388610839844))",44.0
,,,crossing,footway,,,,,,,,,,asphalt,,753845779,0,-1,"{""visible"":false,""crossing"":""traffic_signals""}",way,"MULTILINESTRING ((7.638045310974121 45.11265563964844, 7.638010025024414 45.112525939941406), (7.638010025024414 45.112525939941406, 7.637969970703125 45.112361907958984))",33.0
,,,crossing,footway,,,,,,,,,excellent,asphalt,,753847170,0,-1,"{""visible"":false,""crossing"":""traffic_signals"",""mapillary"":""1035708783699045"",""survey:date"":""2020-02-19""}",way,"MULTILINESTRING ((7.645142555236816 45.10666275024414, 7.645296096801758 45.106658935546875))",12.0
,,,crossing,footway,,,,,,,,,good,asphalt,,753847171,0,-1,"{""visible"":false,""crossing"":""traffic_signals"",""mapillary"":""1139871669864470"",""survey:date"":""2020-01-24""}",way,"MULTILINESTRING ((7.644991397857666 45.10654830932617, 7.645018100738525 45.106204986572266))",38.0
,,,crossing,footway,,,,,,,,,good,asphalt,,753847172,0,-1,"{""visible"":false,""crossing"":""traffic_signals"",""mapillary"":""744053100304409"",""survey:date"":""2020-02-19""}",way,"MULTILINESTRING ((7.64517068862915 45.106109619140625, 7.645309925079346 45.10611343383789))",11.0
,,,crossing,footway,,,,,,,,,excellent,asphalt,,753847173,0,-1,"{""visible"":false,""crossing"":""traffic_signals"",""mapillary"":""1038561470091086"",""survey:date"":""2020-02-19""}",way,"MULTILINESTRING ((7.645402431488037 45.10652542114258, 7.645429611206055 45.10618591308594))",38.0
,,,crossing,footway,,,,,,,,,,asphalt,,753859386,0,-1,"{""visible"":false,""crossing"":""traffic_signals""}",way,"MULTILINESTRING ((7.633447170257568 45.10721206665039, 7.633434772491455 45.10709762573242), (7.633434772491455 45.10709762573242, 7.633418560028076 45.10697555541992), (7.633418560028076 45.10697555541992, 7.6334052085876465 45.10685348510742))",40.0
,,,crossing,footway,,,,,,,,,,asphalt,,753859387,0,-1,"{""visible"":false,""crossing"":""traffic_signals""}",way,"MULTILINESTRING ((7.633144378662109 45.10722732543945, 7.6331305503845215 45.107112884521484), (7.6331305503845215 45.107112884521484, 7.633117198944092 45.10698699951172), (7.633117198944092 45.10698699951172, 7.63310432434082 45.10686492919922))",40.0
,,,crossing,footway,,,,,,,,,,asphalt,,753859388,0,-1,"{""visible"":false,""crossing"":""traffic_signals""}",way,"MULTILINESTRING ((7.628884315490723 45.107460021972656, 7.628870964050293 45.10735321044922), (7.628870964050293 45.10735321044922, 7.6288533210754395 45.10723114013672), (7.6288533210754395 45.10723114013672, 7.628836631774902 45.10710144042969))",40.0
,,,crossing,footway,,,,,,,,,,asphalt,,753859389,0,-1,"{""visible"":false,""crossing"":""traffic_signals""}",way,"MULTILINESTRING ((7.629222393035889 45.10743713378906, 7.629207611083984 45.107330322265625), (7.629207611083984 45.107330322265625, 7.6291913986206055 45.10721206665039), (7.6291913986206055 45.10721206665039, 7.629174709320068 45.10708236694336))",40.0
,,,,residential,,1,yes,30,Via delle Pervinche,yes,,,,asphalt,,754255485,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.634900093078613 45.106163024902344, 7.6346659660339355 45.10617446899414), (7.6346659660339355 45.10617446899414, 7.634573459625244 45.10618209838867), (7.634573459625244 45.10618209838867, 7.633670806884766 45.10623550415039), (7.633670806884766 45.10623550415039, 7.633365631103516 45.106239318847656), (7.633365631103516 45.106239318847656, 7.633284091949463 45.10623550415039), (7.633284091949463 45.10623550415039, 7.633182525634766 45.10622024536133))",135.0
,,,,residential,,1,yes,50,Via delle Pervinche,yes,,,,asphalt,,754255486,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.633182525634766 45.10622024536133, 7.63301944732666 45.106170654296875), (7.63301944732666 45.106170654296875, 7.632829189300537 45.106117248535156))",30.0
,,,,residential,,1,yes,50,Via delle Pervinche,yes,,,,asphalt,,754255487,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.634889602661133 45.10609817504883, 7.635221004486084 45.1060791015625), (7.635221004486084 45.1060791015625, 7.635378837585449 45.10606384277344), (7.635378837585449 45.10606384277344, 7.635481834411621 45.10603332519531))",47.0
,,,,residential,,1,yes,30,Via delle Pervinche,yes,,,,asphalt,,754255488,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.633171558380127 45.10614776611328, 7.633275985717773 45.106163024902344), (7.633275985717773 45.106163024902344, 7.633376598358154 45.10616683959961), (7.633376598358154 45.10616683959961, 7.633664608001709 45.106163024902344), (7.633664608001709 45.106163024902344, 7.634474754333496 45.10612106323242), (7.634474754333496 45.10612106323242, 7.6345672607421875 45.106117248535156), (7.6345672607421875 45.106117248535156, 7.634889602661133 45.10609817504883))",135.0
,,,,residential,,1,yes,50,Via delle Pervinche,yes,,,,asphalt,,754260118,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.632858753204346 45.10606384277344, 7.633171558380127 45.10614776611328))",26.0
,,,,unclassified,,,,,Corso Grosseto,yes,,,,asphalt,,754584284,0,-1,"{""visible"":false,""cycleway:both"":""no""}",way,"MULTILINESTRING ((7.641890048980713 45.10660934448242, 7.641320705413818 45.106712341308594), (7.641320705413818 45.106712341308594, 7.640865325927734 45.10678482055664))",83.0
,,,,tertiary,,,yes,50,Corso Molise,yes,,,,asphalt,,757359020,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.638554573059082 45.10625457763672, 7.638573169708252 45.1064567565918), (7.638573169708252 45.1064567565918, 7.638576030731201 45.10648727416992), (7.638576030731201 45.10648727416992, 7.638583183288574 45.106563568115234))",34.0
,,,,secondary,,3,yes,50,Corso Ferrara,yes,,,,asphalt,,757359029,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.628807067871094 45.107234954833984, 7.6288533210754395 45.10723114013672), (7.6288533210754395 45.10723114013672, 7.629029273986816 45.10722351074219))",17.0
,,,,service,,,,,,yes,parking_aisle,,,asphalt,,816749327,0,-1,"{""visible"":false,""covered"":""no""}",way,"MULTILINESTRING ((7.638797283172607 45.10948181152344, 7.638474464416504 45.109405517578125))",27.0
,,,,service,,,,,,yes,parking_aisle,,,asphalt,,816749328,0,-1,"{""visible"":false,""covered"":""no""}",way,"MULTILINESTRING ((7.638865947723389 45.10932922363281, 7.638334274291992 45.10921096801758), (7.638334274291992 45.10921096801758, 7.637571811676025 45.10904312133789), (7.637571811676025 45.10904312133789, 7.637552261352539 45.10903549194336), (7.637552261352539 45.10903549194336, 7.637535572052002 45.10902786254883), (7.637535572052002 45.10902786254883, 7.637522220611572 45.10901641845703), (7.637522220611572 45.10901641845703, 7.637512683868408 45.10900115966797), (7.637512683868408 45.10900115966797, 7.637508869171143 45.10898208618164), (7.637508869171143 45.10898208618164, 7.637510776519775 45.10896682739258), (7.637510776519775 45.10896682739258, 7.6375226974487305 45.10894012451172), (7.6375226974487305 45.10894012451172, 7.637533664703369 45.10892868041992), (7.637533664703369 45.10892868041992, 7.637552738189697 45.108917236328125), (7.637552738189697 45.108917236328125, 7.637580394744873 45.108909606933594), (7.637580394744873 45.108909606933594, 7.63761568069458 45.108909606933594), (7.63761568069458 45.108909606933594, 7.637640953063965 45.10891342163086), (7.637640953063965 45.10891342163086, 7.638389587402344 45.10908126831055))",192.0
,,,,service,,,,,,yes,parking_aisle,,,asphalt,,816749329,0,-1,"{""visible"":false,""covered"":""no""}",way,"MULTILINESTRING ((7.638389587402344 45.10908126831055, 7.638830184936523 45.10917663574219), (7.638830184936523 45.10917663574219, 7.638850688934326 45.10918426513672), (7.638850688934326 45.10918426513672, 7.6388702392578125 45.109195709228516), (7.6388702392578125 45.109195709228516, 7.638885021209717 45.10920715332031), (7.638885021209717 45.10920715332031, 7.6388936042785645 45.10922622680664), (7.6388936042785645 45.10922622680664, 7.638895511627197 45.10924530029297), (7.638895511627197 45.10924530029297, 7.638893127441406 45.1092643737793), (7.638893127441406 45.1092643737793, 7.638865947723389 45.10932922363281), (7.638865947723389 45.10932922363281, 7.638797283172607 45.10948181152344), (7.638797283172607 45.10948181152344, 7.638761520385742 45.10956573486328), (7.638761520385742 45.10956573486328, 7.638747215270996 45.10958480834961), (7.638747215270996 45.10958480834961, 7.638727188110352 45.109596252441406), (7.638727188110352 45.109596252441406, 7.638705730438232 45.10960006713867), (7.638705730438232 45.10960006713867, 7.638678550720215 45.10960006713867), (7.638678550720215 45.10960006713867, 7.638650894165039 45.10959243774414), (7.638650894165039 45.10959243774414, 7.638628005981445 45.109580993652344), (7.638628005981445 45.109580993652344, 7.638606071472168 45.10956954956055), (7.638606071472168 45.10956954956055, 7.638589382171631 45.109554290771484), (7.638589382171631 45.109554290771484, 7.638474464416504 45.109405517578125), (7.638474464416504 45.109405517578125, 7.638329982757568 45.109222412109375))",142.0
,,,,service,,,,,,,,,,,,816749330,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.638623237609863 45.108516693115234, 7.638589382171631 45.108585357666016), (7.638589382171631 45.108585357666016, 7.6385579109191895 45.108680725097656), (7.6385579109191895 45.108680725097656, 7.6384992599487305 45.10881805419922), (7.6384992599487305 45.10881805419922, 7.63845682144165 45.10893249511719), (7.63845682144165 45.10893249511719, 7.638389587402344 45.10908126831055), (7.638389587402344 45.10908126831055, 7.638334274291992 45.10921096801758), (7.638334274291992 45.10921096801758, 7.638329982757568 45.109222412109375), (7.638329982757568 45.109222412109375, 7.63830041885376 45.109275817871094), (7.63830041885376 45.109275817871094, 7.638271808624268 45.109344482421875))",96.0
,,,,service,,,,,,,,,,asphalt,,816749331,0,-1,"{""visible"":false,""covered"":""no""}",way,"MULTILINESTRING ((7.637557506561279 45.10799026489258, 7.63765287399292 45.1080436706543), (7.63765287399292 45.1080436706543, 7.637781143188477 45.10811996459961), (7.637781143188477 45.10811996459961, 7.637822151184082 45.1081428527832), (7.637822151184082 45.1081428527832, 7.6378655433654785 45.10816192626953), (7.6378655433654785 45.10816192626953, 7.6378912925720215 45.108177185058594), (7.6378912925720215 45.108177185058594, 7.6379289627075195 45.10818862915039), (7.6379289627075195 45.10818862915039, 7.637966156005859 45.10820388793945))",40.0
,,,,service,,,,,,yes,parking_aisle,,,asphalt,,816750089,0,-1,"{""visible"":false,""covered"":""no""}",way,"MULTILINESTRING ((7.639152526855469 45.10865783691406, 7.638835906982422 45.108577728271484))",26.0
,,,,service,,,,,,yes,parking_aisle,,,asphalt,,816750090,0,-1,"{""visible"":false,""covered"":""no""}",way,"MULTILINESTRING ((7.6390910148620605 45.108795166015625, 7.639152526855469 45.10865783691406), (7.639152526855469 45.10865783691406, 7.639175891876221 45.10860061645508), (7.639175891876221 45.10860061645508, 7.639183044433594 45.10857391357422), (7.639183044433594 45.10857391357422, 7.639180660247803 45.108551025390625), (7.639180660247803 45.108551025390625, 7.639172554016113 45.108524322509766), (7.639172554016113 45.108524322509766, 7.63915491104126 45.10850524902344), (7.63915491104126 45.10850524902344, 7.639133453369141 45.10849380493164), (7.639133453369141 45.10849380493164, 7.639102458953857 45.108489990234375), (7.639102458953857 45.108489990234375, 7.639073371887207 45.108489990234375), (7.639073371887207 45.108489990234375, 7.639034748077393 45.10850143432617), (7.639034748077393 45.10850143432617, 7.638835906982422 45.108577728271484), (7.638835906982422 45.108577728271484, 7.63857889175415 45.10868453979492))",85.0
,,,,service,,,,,,yes,parking_aisle,,,asphalt,,816750091,0,-1,"{""visible"":false,""covered"":""no""}",way,"MULTILINESTRING ((7.6385579109191895 45.108680725097656, 7.63857889175415 45.10868453979492), (7.63857889175415 45.10868453979492, 7.6390910148620605 45.108795166015625), (7.6390910148620605 45.108795166015625, 7.639054775238037 45.10887908935547), (7.639054775238037 45.10887908935547, 7.6390461921691895 45.108890533447266), (7.6390461921691895 45.108890533447266, 7.639035701751709 45.10890197753906), (7.639035701751709 45.10890197753906, 7.639016628265381 45.108909606933594), (7.639016628265381 45.108909606933594, 7.638988971710205 45.10891342163086), (7.638988971710205 45.10891342163086, 7.6389570236206055 45.10891342163086), (7.6389570236206055 45.10891342163086, 7.638932704925537 45.108909606933594), (7.638932704925537 45.108909606933594, 7.6384992599487305 45.10881805419922), (7.6384992599487305 45.10881805419922, 7.637779712677002 45.108665466308594), (7.637779712677002 45.108665466308594, 7.637762069702148 45.10865783691406), (7.637762069702148 45.10865783691406, 7.6377410888671875 45.108646392822266), (7.6377410888671875 45.108646392822266, 7.637728691101074 45.10863494873047), (7.637728691101074 45.10863494873047, 7.63772439956665 45.108619689941406), (7.63772439956665 45.108619689941406, 7.637723922729492 45.108604431152344), (7.637723922729492 45.108604431152344, 7.637725830078125 45.10858917236328), (7.637725830078125 45.10858917236328, 7.6377387046813965 45.108558654785156), (7.6377387046813965 45.108558654785156, 7.637755870819092 45.10853958129883), (7.637755870819092 45.10853958129883, 7.63778018951416 45.10852813720703), (7.63778018951416 45.10852813720703, 7.637813568115234 45.108524322509766), (7.637813568115234 45.108524322509766, 7.637853622436523 45.1085319519043), (7.637853622436523 45.1085319519043, 7.6385579109191895 45.108680725097656))",242.0
,,,,service,,,,,,,,,,,,818112796,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.645205497741699 45.10947799682617, 7.644956111907959 45.1093635559082), (7.644956111907959 45.1093635559082, 7.6449198722839355 45.10932922363281), (7.6449198722839355 45.10932922363281, 7.644913196563721 45.10889434814453), (7.644913196563721 45.10889434814453, 7.645153522491455 45.108821868896484))",97.0
,,,,service,,,,,,,,,,,,819307502,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.637560844421387 45.10611343383789, 7.637939453125 45.10610580444336), (7.637939453125 45.10610580444336, 7.638054847717285 45.10610580444336))",39.0
,,,,service,,,,,,,,,,,,819307504,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.637441158294678 45.10631561279297, 7.637552738189697 45.106292724609375), (7.637552738189697 45.106292724609375, 7.637560844421387 45.10611343383789))",29.0
,,,,service,,,,,,,,,,,,819307505,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.637258529663086 45.10664367675781, 7.63724946975708 45.10655975341797), (7.63724946975708 45.10655975341797, 7.63723087310791 45.1063232421875), (7.63723087310791 45.1063232421875, 7.637441158294678 45.10631561279297), (7.637441158294678 45.10631561279297, 7.6374640464782715 45.10655212402344), (7.6374640464782715 45.10655212402344, 7.637468338012695 45.10662841796875))",87.0
,,,,service,,,,,,yes,parking_aisle,,,,,819307506,0,-1,"{""visible"":false}",way,"MULTILINESTRING ((7.644872188568115 45.10807418823242, 7.644608020782471 45.10771179199219), (7.644608020782471 45.10771179199219, 7.644618988037109 45.10768508911133), (7.644618988037109 45.10768508911133, 7.644778728485107 45.10760498046875), (7.644778728485107 45.10760498046875, 7.644826889038086 45.10759735107422), (7.644826889038086 45.10759735107422, 7.6448588371276855 45.10760498046875), (7.6448588371276855 45.10760498046875, 7.644872188568115 45.10807418823242))",122.0
